length,velocity
35.64949338205997,175.55195863732433
36.082499216078304,177.34579505302787
35.717081605066596,178.1746399390573
40.32843614150215,175.7537558597022
37.14885582046372,175.13969745847788
36.29936347282501,175.66487719014899
37.9104386224808,178.37461327398356
37.59776497204166,176.09911365313334
38.282280714075114,179.67922046112133
40.90170916154193,173.58982393741525
35.638828734777235,178.72946762085033
37.0705286704474,177.33785067398068
37.707338144298774,176.15744667748683
36.27978474835027,174.4938347951296
39.362728999558385,175.62930780035168
40.45534410864548,173.20310592440595
40.64721260187798,179.1588912249932
39.84398175387605,174.71800361847923
58.3639737279309,177.58736730934694
36.004138470256294,179.52623318375075
35.97677229604142,175.00261356210277
35.67408326626537,178.27210410104303
35.731050793383474,176.84694393126696
35.543736299220654,176.11324835444478
40.52830458229255,176.6280403555241
36.91790805888331,177.76367977311514
38.08907591014349,176.91178599181504
39.74594136892392,174.5753797159745
36.456513859725874,177.06400185571894
37.23229462817835,179.13882984672136
36.35259185353061,176.95584742639758
39.66663431185452,177.5458261816593
38.42846668813263,179.42504636109382
51.34227389969692,178.85994922915478
37.665530994961955,172.54441321103752
35.90204350751219,175.45450855988327
39.010672248381525,174.2379291034081
36.95223267924666,182.97364626516713
36.94802367555121,176.81297204130897
38.27141098514858,175.18933963781183
35.99387681681401,179.14756781898905
37.132524417902005,177.11829594681282
56.15941589185195,173.69925787388658
39.77944115573246,174.74909595113908
41.03703865172656,176.76791098942826
36.360309492446504,175.549254855021
36.636737570135665,177.90339868822784
42.36239770778002,175.29590220486608
36.528477090077104,178.32742373677155
38.73601972849883,176.16080896414323
