Sigmoid Slope,Sigmoid Center,Cell Speed (¦Ìm/h)
1.0,0.1,374.30284282206486
2.0,0.1,191.8436782512517
3.0,0.1,24.35892552311923
4.0,0.1,21.833807074192517
5.0,0.1,28.968908143587583
6.0,0.1,30.9036020496606
7.0,0.1,20.980957314711603
8.0,0.1,7.946928078820041
9.0,0.1,6.613002221301433
10.0,0.1,26.900417246454786
11.0,0.1,11.58605704639108
12.0,0.1,22.018885162098567
13.0,0.1,41.35319868919327
14.0,0.1,7.5015551505297955
15.0,0.1,5.917224626540771
16.0,0.1,12.155257085805365
17.0,0.1,22.378912767727307
18.0,0.1,24.976193528708382
19.0,0.1,8.528167956184973
20.0,0.1,14.26117876624583
1.0,0.1368421052631579,386.4546044902685
2.0,0.1368421052631579,182.52241760270203
3.0,0.1368421052631579,61.977929993798064
4.0,0.1368421052631579,22.91939688666861
5.0,0.1368421052631579,9.909845112300573
6.0,0.1368421052631579,30.921502554057163
7.0,0.1368421052631579,15.656279902847768
8.0,0.1368421052631579,11.835498965352397
9.0,0.1368421052631579,27.617498088158865
10.0,0.1368421052631579,40.62255458612992
11.0,0.1368421052631579,11.779939262589117
12.0,0.1368421052631579,20.49404954249054
13.0,0.1368421052631579,7.148644325676362
14.0,0.1368421052631579,39.39060119012095
15.0,0.1368421052631579,8.740474308569253
16.0,0.1368421052631579,7.871318324825544
17.0,0.1368421052631579,7.726151686216069
18.0,0.1368421052631579,57.70109926790564
19.0,0.1368421052631579,72.203789063674
20.0,0.1368421052631579,7.916679845146538
1.0,0.1736842105263158,399.81669623833017
2.0,0.1736842105263158,231.3495630048339
3.0,0.1736842105263158,68.04640254772947
4.0,0.1736842105263158,25.938052691245346
5.0,0.1736842105263158,25.63574760966162
6.0,0.1736842105263158,10.27230869519484
7.0,0.1736842105263158,19.92242969095901
8.0,0.1736842105263158,30.573955636778035
9.0,0.1736842105263158,30.83207519014808
10.0,0.1736842105263158,5.486479679857995
11.0,0.1736842105263158,48.92498783245286
12.0,0.1736842105263158,50.0788646468318
13.0,0.1736842105263158,50.564528124197636
14.0,0.1736842105263158,55.42376244954641
15.0,0.1736842105263158,65.6883635985655
16.0,0.1736842105263158,9.403419491803435
17.0,0.1736842105263158,95.86650727764106
18.0,0.1736842105263158,5.3606555628784935
19.0,0.1736842105263158,79.97150215214495
20.0,0.1736842105263158,7.675916134646283
1.0,0.2105263157894737,404.0326290231274
2.0,0.2105263157894737,235.36507889032453
3.0,0.2105263157894737,41.48613435807553
4.0,0.2105263157894737,24.27296044803003
5.0,0.2105263157894737,15.357534154775557
6.0,0.2105263157894737,35.939572704146414
7.0,0.2105263157894737,15.728905797129055
8.0,0.2105263157894737,44.94081977022839
9.0,0.2105263157894737,55.3361138466822
10.0,0.2105263157894737,61.35713243364701
11.0,0.2105263157894737,8.27963042889353
12.0,0.2105263157894737,8.75136905747096
13.0,0.2105263157894737,76.07098820200616
14.0,0.2105263157894737,75.83653211570524
15.0,0.2105263157894737,59.60305781817787
16.0,0.2105263157894737,71.89475863251768
17.0,0.2105263157894737,89.91565546915677
18.0,0.2105263157894737,58.59331110589677
19.0,0.2105263157894737,8.831430887996742
20.0,0.2105263157894737,6.329373021654132
1.0,0.2473684210526316,410.7424315269722
2.0,0.2473684210526316,248.59174399058762
3.0,0.2473684210526316,70.04546638463044
4.0,0.2473684210526316,8.82595115468641
5.0,0.2473684210526316,24.75142854439569
6.0,0.2473684210526316,28.593137929746177
7.0,0.2473684210526316,32.08580752006982
8.0,0.2473684210526316,10.472428614883633
9.0,0.2473684210526316,6.988960723325933
10.0,0.2473684210526316,63.12820094633024
11.0,0.2473684210526316,70.38854833982438
12.0,0.2473684210526316,8.945283827446925
13.0,0.2473684210526316,11.355545300416706
14.0,0.2473684210526316,20.774872359239364
15.0,0.2473684210526316,90.71856249974944
16.0,0.2473684210526316,46.1914822715437
17.0,0.2473684210526316,78.6536783851762
18.0,0.2473684210526316,57.97268574030534
19.0,0.2473684210526316,68.365287568026
20.0,0.2473684210526316,13.211640985862465
1.0,0.28421052631578947,421.48918367599197
2.0,0.28421052631578947,253.7871262981995
3.0,0.28421052631578947,143.29289428720503
4.0,0.28421052631578947,8.49461411527049
5.0,0.28421052631578947,9.94434051921858
6.0,0.28421052631578947,30.755730807137926
7.0,0.28421052631578947,42.1206072076742
8.0,0.28421052631578947,10.098426067292813
9.0,0.28421052631578947,62.374145791873985
10.0,0.28421052631578947,7.889004862236546
11.0,0.28421052631578947,9.031639732201462
12.0,0.28421052631578947,72.47343016825162
13.0,0.28421052631578947,9.46377745343173
14.0,0.28421052631578947,9.036724909828429
15.0,0.28421052631578947,19.67545638168993
16.0,0.28421052631578947,45.00461844333336
17.0,0.28421052631578947,79.360960947111
18.0,0.28421052631578947,59.75515966215247
19.0,0.28421052631578947,12.47272303444553
20.0,0.28421052631578947,15.083490165649543
1.0,0.32105263157894737,445.5914749926539
2.0,0.32105263157894737,280.8407683811203
3.0,0.32105263157894737,128.36474775018092
4.0,0.32105263157894737,88.16391248255448
5.0,0.32105263157894737,10.40865215610634
6.0,0.32105263157894737,11.47234236845666
7.0,0.32105263157894737,60.80508398253832
8.0,0.32105263157894737,32.18700646930403
9.0,0.32105263157894737,9.977194221102383
10.0,0.32105263157894737,98.7350756304539
11.0,0.32105263157894737,7.590615546390054
12.0,0.32105263157894737,5.315746525753859
13.0,0.32105263157894737,72.12278719794992
14.0,0.32105263157894737,62.170022914116075
15.0,0.32105263157894737,114.91718936531504
16.0,0.32105263157894737,8.545021158014498
17.0,0.32105263157894737,31.906371759288692
18.0,0.32105263157894737,88.92295602945264
19.0,0.32105263157894737,57.45591868653094
20.0,0.32105263157894737,114.46787884594744
1.0,0.35789473684210527,448.24183202577416
2.0,0.35789473684210527,291.8871930143539
3.0,0.35789473684210527,184.03761744011518
4.0,0.35789473684210527,95.9159963909638
5.0,0.35789473684210527,21.68003202167819
6.0,0.35789473684210527,20.70985817807909
7.0,0.35789473684210527,73.6867837506569
8.0,0.35789473684210527,21.699619170478787
9.0,0.35789473684210527,10.752318878969854
10.0,0.35789473684210527,46.34936865932808
11.0,0.35789473684210527,12.209700667526013
12.0,0.35789473684210527,69.53850008063888
13.0,0.35789473684210527,14.375979236528934
14.0,0.35789473684210527,13.12423609692218
15.0,0.35789473684210527,91.72574908123207
16.0,0.35789473684210527,82.6305092574034
17.0,0.35789473684210527,11.591676620620468
18.0,0.35789473684210527,66.49202417602321
19.0,0.35789473684210527,78.03233160324201
20.0,0.35789473684210527,103.68945309872831
1.0,0.39473684210526316,462.38767680000495
2.0,0.39473684210526316,326.8997455996541
3.0,0.39473684210526316,173.9092095572547
4.0,0.39473684210526316,114.72507995835728
5.0,0.39473684210526316,9.374912836829315
6.0,0.39473684210526316,9.140134798786463
7.0,0.39473684210526316,55.44194978599947
8.0,0.39473684210526316,55.1592479483036
9.0,0.39473684210526316,89.4123999412189
10.0,0.39473684210526316,15.28158799216379
11.0,0.39473684210526316,12.50693079125646
12.0,0.39473684210526316,108.83290860909638
13.0,0.39473684210526316,6.605322665517724
14.0,0.39473684210526316,97.67288936158339
15.0,0.39473684210526316,57.02725872726449
16.0,0.39473684210526316,14.892876473996585
17.0,0.39473684210526316,18.49385234982999
18.0,0.39473684210526316,26.803388314206472
19.0,0.39473684210526316,55.481919526609744
20.0,0.39473684210526316,53.13821509703152
1.0,0.43157894736842106,484.73824205848047
2.0,0.43157894736842106,328.4733184468591
3.0,0.43157894736842106,225.03580935590873
4.0,0.43157894736842106,145.0429605081561
5.0,0.43157894736842106,14.140096349180974
6.0,0.43157894736842106,9.88429113877061
7.0,0.43157894736842106,8.940789767545969
8.0,0.43157894736842106,22.4153184958809
9.0,0.43157894736842106,5.487516442860588
10.0,0.43157894736842106,5.619869167003456
11.0,0.43157894736842106,31.39792353379636
12.0,0.43157894736842106,50.970898086398265
13.0,0.43157894736842106,80.9899813206651
14.0,0.43157894736842106,14.28026016946745
15.0,0.43157894736842106,8.949313437933524
16.0,0.43157894736842106,118.10849852549644
17.0,0.43157894736842106,74.57557045131698
18.0,0.43157894736842106,113.77073825138959
19.0,0.43157894736842106,106.73568459542743
20.0,0.43157894736842106,150.26501773718263
1.0,0.46842105263157896,483.56565498936135
2.0,0.46842105263157896,373.24711749515575
3.0,0.46842105263157896,232.9988173245665
4.0,0.46842105263157896,141.24235881111255
5.0,0.46842105263157896,78.93102353803505
6.0,0.46842105263157896,10.584497909713152
7.0,0.46842105263157896,102.3209981247073
8.0,0.46842105263157896,29.12090530209812
9.0,0.46842105263157896,64.37277424602644
10.0,0.46842105263157896,65.0522111211235
11.0,0.46842105263157896,65.15564644976608
12.0,0.46842105263157896,79.99781433534717
13.0,0.46842105263157896,85.51220418294649
14.0,0.46842105263157896,133.28663551639897
15.0,0.46842105263157896,17.454352314567974
16.0,0.46842105263157896,46.87891050314183
17.0,0.46842105263157896,9.050714385188815
18.0,0.46842105263157896,77.78674754648773
19.0,0.46842105263157896,144.72003227754598
20.0,0.46842105263157896,5.775474572318838
1.0,0.5052631578947369,488.7280299030633
2.0,0.5052631578947369,362.02813560172973
3.0,0.5052631578947369,271.8625342223521
4.0,0.5052631578947369,141.80488888007463
5.0,0.5052631578947369,57.99360508020165
6.0,0.5052631578947369,17.629341243865664
7.0,0.5052631578947369,24.58903938271571
8.0,0.5052631578947369,8.900598127084649
9.0,0.5052631578947369,11.619417113531814
10.0,0.5052631578947369,16.278688819868464
11.0,0.5052631578947369,5.509093636782091
12.0,0.5052631578947369,78.69653860933455
13.0,0.5052631578947369,79.7176346843583
14.0,0.5052631578947369,37.16054910976445
15.0,0.5052631578947369,170.04542741927455
16.0,0.5052631578947369,25.183043543226123
17.0,0.5052631578947369,63.96010463441257
18.0,0.5052631578947369,29.525527253175927
19.0,0.5052631578947369,64.80800809501352
20.0,0.5052631578947369,100.1230944634287
1.0,0.5421052631578948,508.14887908008143
2.0,0.5421052631578948,386.8827709152932
3.0,0.5421052631578948,301.2478164811975
4.0,0.5421052631578948,185.4702833786098
5.0,0.5421052631578948,104.38432007773798
6.0,0.5421052631578948,9.705043189233475
7.0,0.5421052631578948,12.366789147950634
8.0,0.5421052631578948,77.55657223483819
9.0,0.5421052631578948,70.07883841371765
10.0,0.5421052631578948,62.78124378400176
11.0,0.5421052631578948,32.00193407237192
12.0,0.5421052631578948,95.19291270508708
13.0,0.5421052631578948,124.67966575110079
14.0,0.5421052631578948,92.43090781197014
15.0,0.5421052631578948,76.7399066419436
16.0,0.5421052631578948,10.650244637554977
